hour,day_of_week,traffic_density,rainfall,visibility,speed_avg,junction_score,accident_risk
10,6,98,40,46,25,6,1
20,4,95,83,33,89,1,1
19,1,48,9,81,78,8,0
22,0,32,61,44,25,6,1
20,0,77,25,11,50,1,1
3,0,61,67,42,113,2,1
1,6,13,23,85,75,6,1
19,6,56,77,95,73,8,0
15,2,30,40,86,104,5,1
17,1,65,64,19,60,1,1
7,6,75,16,90,37,2,1
2,1,68,23,71,106,4,0
8,2,16,26,52,42,4,1
19,6,58,6,78,111,7,1
5,0,25,72,68,55,2,1
9,0,26,98,18,44,7,1
20,4,93,11,86,26,7,1
9,5,96,84,69,101,7,1
12,3,84,2,72,39,3,1
16,5,43,78,61,24,6,0
8,6,42,84,32,37,6,0
16,1,35,9,39,52,4,1
23,6,75,32,52,98,1,1
8,1,72,45,77,54,9,0
8,1,96,58,30,84,2,0
0,5,50,51,52,82,9,0
1,3,95,5,82,104,8,0
15,4,67,1,16,91,1,1
0,5,88,28,25,90,7,1
9,3,19,39,32,60,3,1
17,0,24,96,67,69,9,1
7,0,51,60,96,49,5,1
20,1,66,67,40,57,3,0
10,2,96,67,78,54,8,0
22,6,26,28,15,85,3,0
1,6,69,61,74,65,7,0
7,1,18,59,68,27,7,0
21,2,45,83,37,87,7,1
7,3,82,40,27,56,1,0
16,0,89,86,97,104,5,0
14,6,45,81,86,32,1,1
16,5,57,88,19,92,7,1
22,2,60,64,16,64,8,1
23,3,79,63,46,48,7,1
12,0,83,78,54,60,1,1
18,5,89,62,95,75,3,0
4,2,77,97,25,107,3,1
11,1,31,47,97,35,7,1
0,1,86,19,23,31,4,0
22,1,89,36,20,85,3,0
4,6,15,63,92,81,6,1
7,3,35,90,96,38,6,1
12,1,84,85,43,49,5,0
7,6,97,4,69,35,6,1
22,4,12,33,22,107,3,1
10,6,61,38,48,32,5,1
0,0,83,66,53,88,9,1
12,6,69,80,37,42,4,1
18,3,72,61,49,81,2,0
23,5,74,87,25,50,5,0
2,6,61,23,59,72,3,1
23,1,99,2,37,36,3,1
16,0,85,70,77,68,4,0
4,2,23,88,69,68,4,0
19,1,98,66,21,86,5,0
20,0,81,78,25,45,7,1
7,4,77,92,62,32,4,0
13,2,37,49,63,57,7,1
3,4,80,28,58,41,9,1
10,5,19,73,45,104,3,1
19,0,66,31,71,48,5,1
14,4,75,86,93,64,4,1
18,5,99,38,35,65,9,0
6,0,59,8,65,58,5,0
18,0,23,13,99,88,2,0
18,4,25,67,31,97,1,0
10,0,63,63,82,101,7,1
4,1,52,19,78,87,1,0
4,0,51,27,90,116,8,0
21,3,90,13,58,58,9,0
7,5,31,43,11,39,7,0
9,0,77,97,62,96,9,0
5,3,28,76,16,119,6,0
14,0,75,94,86,87,7,1
15,0,48,96,29,54,3,1
16,4,82,38,39,27,9,0
7,1,28,27,84,71,3,1
7,5,25,63,76,59,6,1
8,1,63,88,68,55,4,1
1,2,34,31,75,25,9,1
14,4,27,8,12,105,1,1
17,4,32,27,65,89,9,0
2,1,94,94,88,119,4,1
16,6,20,16,26,92,5,1
3,4,48,86,61,35,1,0
3,1,77,76,16,65,1,1
13,4,34,54,14,78,6,1
8,0,72,9,63,57,1,0
8,1,39,79,70,116,2,1
22,1,54,5,25,37,3,0
17,3,99,47,76,31,7,1
9,4,70,74,68,73,2,1
20,4,60,66,56,110,5,0
3,1,18,91,57,66,9,1
11,0,85,40,73,20,8,0
7,0,11,78,59,34,8,1
1,5,14,59,94,110,2,1
21,0,71,76,50,99,1,1
12,4,78,41,81,40,9,1
20,6,61,80,31,20,4,0
15,3,95,70,63,112,9,1
1,1,14,27,14,86,7,1
10,2,68,12,26,31,6,0
9,3,77,80,87,47,9,0
14,6,18,14,50,58,4,0
16,2,31,35,90,56,1,1
7,3,36,91,44,114,5,0
17,0,19,14,49,79,6,0
22,4,89,74,31,50,6,0
8,6,70,55,57,77,1,0
7,2,60,94,62,116,7,1
13,6,19,3,19,116,8,1
17,3,15,98,27,30,5,1
21,4,71,97,89,48,2,0
19,6,14,51,58,108,2,0
19,2,79,90,80,32,5,0
20,1,72,9,39,70,7,1
11,3,65,93,28,73,7,0
18,1,68,44,64,38,4,0
13,0,72,83,69,77,3,1
16,1,98,28,96,55,9,1
23,1,68,52,81,47,7,1
20,5,60,28,90,87,2,1
2,3,59,22,30,22,1,1
22,0,13,56,35,108,2,0
6,1,57,49,37,60,3,0
16,4,41,20,48,54,5,0
11,2,60,42,42,112,3,1
8,1,61,9,49,112,9,1
14,0,83,75,92,95,4,1
17,1,43,29,38,118,7,1
20,2,45,50,29,103,4,0
12,0,79,32,29,100,3,0
20,3,52,17,83,95,1,0
7,0,25,77,21,69,9,0
13,3,68,21,34,119,1,0
7,0,62,63,34,93,1,0
13,6,28,20,13,101,1,0
6,2,98,0,13,49,5,0
22,2,50,14,18,91,7,1
11,0,90,35,24,96,7,0
10,6,56,46,35,114,1,0
21,1,63,53,88,89,6,1
21,2,64,85,99,73,9,1
10,3,28,31,80,90,6,0
21,3,71,57,41,104,4,0
12,4,68,45,85,70,9,1
17,5,74,53,61,47,3,1
1,6,77,32,41,83,4,1
20,5,37,38,18,104,4,0
14,5,27,22,87,40,4,1
19,3,35,42,22,107,6,0
17,4,28,54,65,46,7,1
14,5,64,1,53,46,9,0
18,5,66,65,92,96,3,1
22,0,15,37,39,69,8,0
23,0,10,28,25,48,8,1
11,0,17,66,21,58,1,1
12,1,60,70,83,76,5,0
21,5,94,35,75,111,5,0
10,1,97,28,27,56,8,0
4,4,34,36,22,112,8,1
0,6,56,99,33,83,2,1
23,3,64,86,21,67,3,1
2,5,73,44,69,41,2,1
21,3,92,15,69,119,1,1
18,6,19,30,95,49,2,0
22,0,65,33,10,47,6,0
6,5,21,49,52,42,1,1
11,2,42,64,64,116,6,1
14,1,80,81,49,23,1,0
4,1,26,61,73,22,2,1
14,5,70,42,43,80,8,0
7,6,19,55,43,115,6,0
9,0,40,14,57,23,9,0
15,1,69,47,42,84,1,0
7,0,79,48,77,31,5,0
0,4,26,80,39,32,7,1
11,3,59,43,93,53,9,0
4,6,46,9,99,78,9,1
2,2,91,19,88,112,4,0
0,3,71,69,80,92,4,1
3,3,99,7,80,50,4,0
7,4,89,44,38,90,3,1
2,1,81,33,32,32,8,1
9,2,97,95,43,73,5,0
1,1,86,50,93,21,7,0
10,5,38,3,24,52,6,0
9,3,41,38,62,69,9,1
20,5,97,83,26,26,3,0
13,0,89,23,73,37,6,0
6,3,20,87,93,70,3,1
1,1,15,54,70,27,2,0
8,3,44,25,66,74,3,0
15,0,42,24,86,95,2,1
12,4,27,35,97,62,2,0
8,5,46,70,46,78,7,1
19,5,22,73,16,49,3,0
3,1,83,57,17,78,8,1
21,3,99,11,96,28,2,1
9,1,90,0,87,111,7,0
21,4,73,49,77,87,3,1
11,3,10,24,30,58,9,0
16,3,72,79,70,100,7,1
13,1,98,4,83,30,9,1
13,1,43,82,95,21,2,0
1,0,19,67,89,42,6,0
20,6,93,5,84,82,5,0
19,6,16,25,95,41,2,1
10,4,65,54,38,80,4,0
15,6,89,38,34,45,4,1
18,0,46,8,67,31,8,1
22,5,38,44,23,51,7,0
5,3,21,13,87,28,5,1
23,1,26,54,75,88,9,0
18,3,57,8,63,109,1,1
4,3,93,14,86,90,4,0
3,2,35,36,76,112,5,1
14,5,92,49,39,52,8,1
3,2,21,83,27,43,3,0
19,6,30,71,63,108,5,1
9,3,51,95,30,114,3,1
23,1,70,20,62,112,7,1
21,3,67,56,92,88,3,1
2,5,63,18,25,57,7,1
4,2,43,92,37,30,2,0
5,1,16,57,13,51,7,0
20,3,44,94,64,83,9,1
21,4,24,5,24,91,5,0
7,5,74,3,73,39,6,0
6,5,99,42,74,53,3,1
20,4,34,92,25,61,5,0
9,3,68,41,29,27,5,1
5,5,88,2,73,85,3,0
13,1,95,0,42,40,8,1
3,3,15,54,90,98,6,1
12,3,61,14,78,89,3,1
19,2,88,46,78,24,1,1
16,5,97,84,67,86,1,0
22,5,30,45,48,62,2,0
6,4,80,57,86,35,5,1
3,2,41,94,45,118,7,0
13,6,62,70,77,92,1,1
2,2,68,80,96,54,1,1
23,5,78,82,30,102,4,0
4,3,71,38,72,62,6,1
15,2,13,2,94,117,9,1
22,4,95,29,15,58,1,0
19,2,27,34,33,29,5,1
3,4,90,56,62,93,9,1
23,6,65,28,92,39,8,0
23,2,33,49,85,20,7,0
1,4,75,61,87,25,2,1
17,2,22,51,59,72,9,0
18,6,71,13,21,65,8,0
18,2,63,34,65,85,9,0
16,1,24,27,24,57,9,0
13,4,78,57,92,52,9,0
18,6,12,29,49,86,3,0
21,4,46,89,50,119,7,1
23,4,46,6,78,96,1,1
12,0,12,38,78,54,9,0
11,6,72,94,15,98,9,0
5,2,44,68,96,64,3,0
20,4,61,34,76,41,5,1
3,5,96,51,42,87,8,1
18,0,37,13,52,36,6,1
15,1,27,62,30,24,9,1
12,4,45,35,93,104,3,0
3,4,42,90,74,76,7,0
22,0,73,23,26,107,6,0
16,2,35,39,17,114,5,0
22,5,57,28,73,59,4,0
0,1,49,52,99,49,5,1
17,4,26,21,37,61,4,0
19,2,49,71,99,26,3,1
16,6,16,14,22,90,7,0
14,5,66,68,22,110,6,0
10,6,17,63,47,107,4,1
21,5,65,3,34,38,9,1
12,1,40,74,71,60,1,0
0,3,68,17,32,53,1,1
16,5,67,41,95,41,9,1
5,3,21,29,30,71,7,1
3,6,57,14,63,110,2,0
19,5,40,69,72,25,5,0
15,1,92,54,39,93,4,0
14,0,72,52,84,114,1,1
14,1,83,15,77,44,9,1
5,1,48,72,85,85,6,0
14,0,85,33,82,29,6,0
13,0,29,26,41,93,4,1
10,2,57,12,84,45,2,0
6,5,80,99,33,24,8,0
8,6,63,26,16,105,8,1
15,2,87,72,81,87,3,1
4,0,84,68,98,117,7,0
19,3,80,85,10,90,7,1
9,6,38,30,12,69,5,1
17,3,83,2,37,36,5,0
2,1,82,29,52,30,8,1
12,4,57,20,55,72,4,1
10,1,83,98,10,69,1,0
16,1,92,5,47,27,1,1
21,4,65,91,44,111,9,1
12,5,26,31,83,116,4,0
5,0,18,41,85,81,1,1
16,3,43,61,83,108,2,0
12,1,54,88,63,104,7,0
18,4,97,31,33,95,2,1
20,2,18,98,37,109,1,0
18,1,16,85,31,48,9,0
9,3,25,87,25,118,5,1
2,0,28,38,22,63,4,0
13,1,15,63,71,64,4,0
18,1,20,29,52,48,1,1
4,5,85,62,96,107,3,0
4,4,70,95,87,78,1,0
19,2,51,30,41,34,5,1
16,2,22,86,76,89,5,1
20,6,21,39,92,115,9,0
9,0,94,32,95,63,8,0
4,6,83,62,66,117,5,0
3,3,29,24,74,55,5,1
5,0,59,35,78,103,7,0
3,1,45,23,58,76,2,1
6,1,97,94,42,83,7,0
6,2,78,57,28,95,1,0
17,3,46,38,45,118,5,1
2,4,21,45,79,57,6,0
0,3,49,76,24,36,1,1
23,1,63,9,33,46,9,1
3,4,11,86,36,36,9,0
5,3,59,81,58,82,1,0
8,3,50,31,84,30,4,1
21,4,54,96,32,83,8,1
13,1,18,35,42,58,2,1
11,3,71,27,50,21,8,0
19,4,95,15,65,85,9,0
23,5,56,15,38,73,9,0
3,5,14,17,40,48,1,0
20,1,85,7,74,64,9,1
23,4,10,79,27,107,4,1
11,5,53,74,91,107,8,1
9,4,31,69,15,99,9,0
21,3,47,0,61,50,3,0
6,1,28,61,49,68,6,0
2,5,89,75,74,28,3,1
22,6,40,37,51,46,1,1
13,3,76,91,77,75,6,1
23,6,96,44,41,97,5,1
9,6,51,57,19,64,3,0
15,0,91,80,78,108,4,0
15,0,35,0,18,62,2,0
21,1,22,31,78,41,4,1
9,5,67,7,70,118,4,1
12,5,27,39,20,52,3,1
5,5,76,55,77,46,6,1
11,4,96,62,83,59,1,0
8,3,12,87,17,45,9,0
12,5,64,73,58,102,3,1
3,3,98,73,33,64,3,0
23,1,67,35,42,64,3,1
10,6,72,88,28,45,7,1
19,5,61,56,11,89,8,1
17,1,98,73,64,86,2,1
10,5,33,82,20,25,1,1
20,0,81,44,26,47,5,0
3,2,18,78,51,86,8,0
17,1,46,79,70,32,3,0
0,5,92,1,12,82,6,0
6,2,62,92,95,32,3,0
5,1,89,67,44,96,6,0
14,4,33,49,94,20,4,1
17,5,30,28,98,59,7,1
23,4,49,94,75,56,1,0
10,0,71,80,10,50,1,1
19,5,79,9,16,36,5,1
23,6,78,26,29,28,9,1
14,0,23,14,52,83,5,0
15,2,51,59,15,76,4,0
6,1,59,30,64,32,8,0
20,3,70,20,30,56,5,1
9,0,13,59,60,33,1,0
11,3,81,57,55,94,7,0
23,3,97,40,44,44,4,0
13,1,84,45,17,114,5,1
4,2,26,44,77,97,6,0
20,1,94,25,25,76,7,0
17,5,66,50,76,90,2,0
4,0,99,35,80,107,1,1
2,3,57,51,73,119,3,0
22,1,53,80,11,61,1,0
4,1,54,50,10,61,4,1
23,1,89,2,67,66,6,0
16,0,99,13,10,63,5,0
18,2,42,48,16,60,4,0
18,6,40,76,97,22,7,0
20,1,56,90,78,109,6,1
11,0,15,0,94,109,3,1
8,3,81,56,27,20,9,1
0,5,80,16,97,98,5,0
17,6,43,49,41,30,1,0
20,4,62,97,54,26,6,0
3,6,23,13,42,31,5,0
9,6,25,58,83,57,8,1
6,0,52,80,82,73,4,0
21,4,82,2,58,86,1,1
22,1,83,97,42,72,2,0
0,1,90,39,80,109,8,0
16,6,21,88,77,113,8,1
23,0,79,65,37,51,5,0
1,4,28,33,96,119,6,0
10,1,50,89,62,64,2,0
8,3,62,94,53,70,9,0
6,2,38,8,89,56,6,1
21,2,79,93,64,78,9,0
16,1,68,83,19,73,3,1
16,4,98,20,23,37,6,1
1,5,73,92,45,20,5,0
5,1,33,24,43,40,9,0
13,5,98,43,97,47,1,1
5,5,25,24,27,35,9,1
1,4,61,8,25,67,5,0
0,5,89,61,46,47,1,0
9,3,15,25,50,41,8,1
20,4,46,56,34,102,7,0
4,1,94,36,17,20,6,0
1,6,13,15,97,114,2,1
21,3,47,36,93,61,5,0
15,0,50,75,93,117,3,1
1,2,90,23,27,89,2,0
9,1,23,25,77,111,1,1
1,1,80,19,57,22,9,1
15,1,95,8,79,114,2,1
15,3,60,86,76,99,1,1
18,0,74,28,27,100,7,1
6,6,61,30,27,63,9,0
21,4,39,18,65,46,6,0
11,0,66,19,32,70,8,1
23,3,88,86,44,43,7,1
14,1,91,26,15,39,9,1
7,2,39,93,35,51,7,1
5,1,51,84,94,118,6,1
9,4,20,43,70,32,1,0
2,5,36,34,97,62,9,1
18,2,33,70,24,39,5,0
16,1,48,21,41,21,2,1
6,6,81,73,21,87,8,1
20,2,27,86,14,110,4,0
19,5,86,14,73,79,3,1
3,0,54,93,80,108,1,1
13,3,97,97,95,23,5,0
19,1,96,12,36,115,3,0
21,4,21,3,88,36,4,1
14,0,58,81,54,20,9,0
23,1,40,55,44,52,7,1
7,0,31,22,35,49,5,0
20,4,53,96,32,24,8,1
14,1,73,97,22,31,6,0
21,5,86,33,99,51,2,1
19,5,34,99,12,57,7,0
13,4,60,98,38,36,1,0
8,2,16,16,75,77,3,1
7,4,15,27,73,59,1,1
16,2,33,13,37,115,1,1
1,1,28,33,96,43,5,0
23,2,92,74,45,31,6,1
2,1,18,56,15,114,3,1
7,1,45,76,20,38,3,0
11,6,49,96,47,48,3,0
0,3,33,54,43,104,1,1
9,1,57,65,90,109,5,1
19,2,72,97,76,71,1,0
2,3,78,92,55,111,3,0
5,3,62,36,95,36,6,1
6,1,63,67,38,92,6,0
19,4,51,75,69,40,3,0
22,4,54,25,63,79,9,1
17,5,99,60,78,117,8,1
10,3,23,91,83,94,3,1
18,1,38,66,83,39,5,0
4,6,15,83,18,72,5,1
18,4,16,73,94,99,5,0
10,6,46,51,86,82,3,0
23,1,62,17,19,76,5,0
11,1,27,52,84,48,5,0
9,3,96,62,77,20,4,1
7,6,47,52,67,101,4,0
23,5,68,26,61,78,2,1
8,3,10,30,43,83,9,0
3,0,77,90,44,105,7,0
4,6,53,0,42,91,1,1
20,4,56,5,81,90,5,1
7,4,44,10,41,108,2,1
22,4,96,33,64,113,6,1
8,2,69,83,17,117,7,1
14,1,99,62,55,63,2,1
14,3,61,52,23,67,6,0
15,4,17,84,17,94,3,1
13,0,89,84,80,34,9,0
7,4,50,17,86,54,4,0
17,5,12,20,63,42,3,1
9,1,78,18,30,72,3,0
19,6,93,3,84,64,2,0
5,1,23,76,23,104,9,1
11,6,35,81,84,111,8,1
1,6,79,28,11,32,5,0
6,3,67,24,70,53,9,1
15,2,49,55,26,57,2,1
2,6,60,76,87,89,6,0
12,6,14,62,98,87,7,1
2,3,86,26,57,24,6,1
17,4,41,59,17,59,3,1
10,5,89,82,65,89,9,0
7,0,10,48,26,40,8,0
5,3,86,64,78,47,8,1
0,2,63,37,21,22,8,1
0,3,20,82,47,42,9,1
22,1,62,51,27,91,1,0
7,4,17,0,35,38,8,0
4,4,34,39,46,94,2,1
15,6,49,80,79,69,4,1
10,4,41,20,50,93,1,0
4,4,97,85,88,77,6,1
3,4,37,14,51,111,1,1
5,4,87,49,99,39,5,0
13,0,12,47,85,111,9,1
21,2,93,31,50,112,1,1
18,6,88,48,56,91,9,0
8,4,71,67,23,102,4,1
11,6,36,44,10,72,3,0
10,2,54,31,26,104,8,0
13,5,34,3,64,101,6,0
22,4,70,64,62,28,7,1
15,6,53,96,40,23,9,1
0,3,55,70,71,60,5,1
12,6,23,72,17,44,2,1
22,4,17,64,39,53,3,0
20,1,57,79,86,92,3,0
20,0,23,17,89,28,4,0
12,3,74,53,75,101,7,1
1,3,89,46,54,94,6,0
3,1,91,5,27,32,3,0
5,4,16,65,54,28,7,1
22,0,88,8,28,99,4,1
4,3,97,67,86,23,8,0
2,0,58,22,77,53,7,1
0,3,64,42,92,26,7,1
3,4,22,50,59,34,9,1
19,5,82,71,34,57,8,0
1,3,65,24,47,94,1,0
4,5,65,79,45,115,7,0
2,3,24,34,77,110,3,0
8,2,66,16,65,113,4,0
19,4,67,17,48,71,6,0
5,1,44,26,72,100,5,0
17,5,97,14,16,119,8,0
5,1,25,80,67,102,2,1
18,4,17,68,89,26,5,1
11,6,96,79,68,64,5,0
10,1,54,14,57,78,3,1
1,4,49,41,14,40,5,1
14,1,63,33,96,47,4,0
11,5,23,47,45,22,5,0
11,2,68,82,97,33,9,0
8,1,62,7,34,21,7,1
20,5,36,9,54,48,1,1
23,3,56,4,28,37,3,0
1,4,89,47,16,56,9,0
21,0,15,25,67,64,4,1
2,6,64,85,90,64,4,0
11,0,53,22,75,43,6,0
15,4,27,61,89,65,3,1
20,2,25,12,48,31,3,1
23,1,21,8,27,72,9,0
0,2,29,19,10,64,5,1
20,0,54,91,72,51,7,1
2,6,73,56,12,37,5,0
19,5,68,23,30,32,6,0
1,6,99,32,39,23,8,0
8,4,31,19,20,42,8,0
18,4,56,59,31,81,2,0
14,2,38,47,66,73,9,0
17,5,95,63,98,93,6,0
10,2,54,29,12,74,7,1
22,1,86,72,39,88,3,0
15,3,18,16,97,59,4,1
21,5,33,99,54,33,6,0
16,3,24,13,45,117,7,0
4,6,45,18,96,47,6,0
11,1,22,70,81,91,5,0
10,3,53,58,73,99,2,0
14,0,80,66,63,114,7,0
2,6,81,96,77,90,5,1
0,3,87,43,59,86,9,0
19,1,85,31,40,48,4,0
15,3,45,10,38,119,2,0
1,4,70,1,68,80,7,1
1,2,90,89,45,87,7,1
2,0,49,67,86,28,1,0
7,4,36,16,82,36,5,0
23,4,10,80,94,68,3,0
14,1,43,91,76,82,9,0
6,2,77,93,98,103,9,0
5,2,97,39,98,97,7,1
8,5,30,86,85,65,9,0
19,6,42,45,20,112,2,1
0,0,16,87,20,32,8,1
7,6,74,92,35,119,1,0
22,1,12,3,62,64,3,1
22,0,60,37,23,72,8,0
2,5,88,62,73,36,8,1
3,3,63,28,89,66,8,0
14,4,89,18,19,81,7,0
5,0,83,90,40,69,2,0
14,6,68,28,45,62,3,0
20,4,15,99,19,87,9,1
2,1,38,34,35,103,2,1
20,6,26,69,29,94,7,1
20,3,69,22,53,105,1,0
13,1,31,45,71,91,3,0
19,3,33,43,82,47,1,1
13,3,90,47,88,64,6,0
3,4,94,51,18,60,4,0
11,1,60,7,80,113,1,1
16,1,59,54,99,116,5,0
6,0,20,65,33,116,4,1
8,6,65,76,21,55,2,0
2,1,80,39,69,110,7,0
12,0,51,84,93,103,8,1
14,2,48,30,87,52,4,1
17,2,78,47,95,44,9,1
18,2,57,99,25,38,3,1
0,5,66,60,38,66,6,1
5,1,30,51,41,104,7,0
22,5,91,37,92,52,7,1
1,6,29,90,44,86,6,0
23,1,24,35,52,33,9,0
13,0,78,86,62,98,1,1
5,5,86,54,29,52,9,1
13,5,60,84,93,61,9,0
3,6,85,12,17,105,4,1
20,5,71,36,51,84,5,1
7,3,94,46,86,114,3,0
2,0,46,89,79,66,7,0
18,2,15,70,25,54,2,1
13,0,80,21,78,103,8,0
19,3,35,38,62,51,9,0
16,6,17,86,54,74,6,0
7,6,82,57,60,73,9,0
23,1,13,29,15,95,6,0
13,0,30,17,42,70,3,0
5,6,40,17,88,99,3,0
22,5,30,73,24,78,2,0
21,6,34,38,23,91,5,0
15,6,24,93,48,33,4,0
18,6,44,25,72,37,6,1
13,6,58,70,14,74,5,1
18,2,52,6,99,113,6,1
2,2,50,68,90,116,4,0
9,1,46,64,61,117,3,0
18,6,66,45,25,75,1,0
8,0,51,17,47,68,5,0
19,3,56,12,62,117,6,0
12,1,70,24,96,79,5,1
6,0,23,7,86,72,5,0
13,6,77,73,62,90,6,1
8,4,62,31,55,25,4,1
22,6,93,16,24,89,4,1
18,2,43,78,68,105,8,0
14,3,85,78,59,27,8,1
19,5,33,47,18,34,3,0
13,3,29,62,35,45,7,0
23,5,78,39,12,58,5,1
5,3,39,83,56,22,5,1
20,2,97,14,14,76,3,1
3,5,16,98,71,29,2,0
7,0,45,5,93,22,3,0
16,5,47,93,93,113,7,1
8,1,89,62,14,65,3,0
0,0,61,7,19,41,2,0
23,1,24,94,89,86,4,0
19,6,55,31,72,84,5,1
13,3,32,44,34,116,7,1
10,0,21,51,53,38,1,1
20,3,53,78,34,119,8,0
2,6,24,81,39,81,3,1
8,4,58,12,23,117,6,0
13,3,30,23,95,76,4,0
8,6,24,39,52,114,5,0
3,3,23,13,37,107,6,0
3,6,51,91,28,95,2,1
7,1,89,74,51,32,3,1
1,6,24,69,29,35,8,0
8,5,72,61,95,35,8,1
13,4,77,88,88,71,1,1
21,3,36,60,20,103,8,1
8,6,96,0,63,60,2,1
23,6,62,88,33,67,8,1
22,3,61,65,79,110,5,1
15,4,72,31,26,58,1,1
16,4,82,12,37,32,8,1
15,6,62,32,59,23,5,1
11,0,66,31,64,115,1,1
2,1,61,55,82,117,4,1
10,4,52,23,19,62,1,0
13,4,16,90,30,100,9,0
17,2,51,3,67,107,2,1
20,5,13,87,43,112,8,1
20,4,78,22,52,65,4,1
4,1,14,28,20,111,9,1
15,5,84,97,42,66,2,0
19,5,89,20,67,105,3,0
4,3,50,29,55,111,2,1
2,3,13,89,70,72,5,0
11,3,11,19,71,44,1,1
0,3,76,15,10,60,3,0
20,2,30,66,30,22,1,1
8,4,79,48,71,96,8,0
8,3,52,57,73,114,4,0
3,6,91,43,96,32,3,0
2,0,78,24,82,37,8,1
16,3,18,22,65,56,9,0
1,4,93,58,10,62,8,1
23,3,37,0,30,53,6,0
0,2,35,96,31,100,3,0
7,1,91,14,63,74,8,1
12,1,92,80,13,71,5,1
22,4,12,97,74,104,5,1
14,6,82,80,60,55,9,0
7,1,58,51,83,73,1,1
11,1,26,57,72,78,7,1
21,0,72,40,24,71,8,1
11,4,64,43,45,38,3,0
13,6,32,3,38,31,8,1
14,4,43,76,61,111,1,1
14,1,78,67,55,30,8,0
8,1,24,6,78,67,7,1
18,1,56,45,38,111,4,0
19,5,12,8,56,118,7,1
21,2,92,86,34,98,7,1
7,3,37,32,89,35,1,1
20,2,12,32,25,90,3,1
18,4,13,83,98,66,7,0
5,0,97,3,50,86,5,0
19,3,40,64,74,50,9,0
18,0,54,33,78,95,7,0
3,6,68,90,29,27,3,0
22,5,54,84,78,108,1,0
6,4,84,87,45,80,5,1
3,5,46,78,67,63,5,1
21,4,74,98,57,69,7,1
11,0,18,63,91,54,1,0
12,0,26,24,11,95,2,1
2,0,74,54,89,80,6,0
21,4,12,8,38,104,8,0
11,1,35,16,25,109,4,1
1,0,62,20,44,74,3,1
23,5,40,59,71,85,3,0
1,6,35,12,90,33,3,0
22,3,32,2,13,23,2,0
8,4,39,67,77,36,1,1
0,5,19,3,60,88,5,0
7,2,81,91,98,43,5,0
22,6,98,6,42,68,5,1
5,2,73,25,87,74,4,0
5,3,31,74,33,90,3,1
21,1,24,23,84,42,3,0
17,0,65,9,34,100,2,1
16,4,83,12,37,31,5,0
11,5,29,43,16,30,4,1
5,0,56,38,45,94,6,0
7,5,96,18,19,117,2,0
18,4,62,50,45,48,2,1
9,2,62,18,92,81,8,1
0,0,10,75,27,72,6,0
12,3,11,51,15,67,3,0
16,1,67,85,16,119,5,0
2,3,28,46,21,110,3,0
7,1,71,29,50,105,2,0
13,6,87,45,72,85,3,0
2,5,81,75,34,119,1,0
15,0,21,92,90,67,7,1
12,0,35,20,62,113,6,0
19,6,36,74,42,78,5,1
23,1,38,47,96,90,6,0
16,2,24,61,82,76,8,0
12,4,55,57,15,95,3,1
5,3,10,17,71,22,3,0
16,6,69,58,75,100,5,1
13,5,66,90,18,51,5,0
16,6,12,47,76,27,1,0
7,3,27,62,25,106,4,0
10,3,61,11,98,49,9,0
19,5,69,86,97,34,8,1
0,5,43,33,64,93,3,1
6,0,98,60,49,74,5,1
20,3,69,86,35,57,5,0
20,4,35,52,47,34,7,1
16,4,81,24,44,49,8,0
9,1,28,61,96,65,9,1
10,6,31,3,77,83,7,0
21,5,42,93,68,45,2,1
8,0,47,93,23,97,8,1
8,4,44,12,56,86,8,1
23,2,76,41,80,55,2,1
4,0,92,48,81,109,6,0
16,0,19,77,51,97,1,1
8,4,24,55,60,50,7,1
16,2,20,46,28,97,2,1
23,1,99,7,75,59,5,1
20,4,33,54,56,93,7,0
18,2,86,87,74,92,9,0
6,0,13,17,51,65,1,0
22,2,22,34,47,61,9,1
8,0,82,88,22,37,5,1
6,6,66,80,53,119,6,0
12,4,46,31,33,55,8,0
10,5,57,23,39,95,2,0
13,4,80,6,79,69,7,0
18,6,10,12,47,80,4,0
10,3,69,90,32,59,9,1
12,3,21,68,83,22,6,1
13,3,30,99,66,101,7,0
12,4,20,89,88,26,6,1
0,1,53,41,32,50,8,1
7,4,67,30,45,84,6,0
11,6,53,73,66,114,7,0
18,6,87,25,10,83,8,0
11,5,43,85,81,96,1,0
7,2,34,75,12,112,4,1
7,4,13,31,23,22,6,1
20,4,73,90,90,112,1,1
12,0,99,96,43,54,4,1
11,6,25,51,79,34,6,0
15,0,19,19,78,40,7,1
0,0,75,39,60,81,6,0
12,4,44,58,38,102,4,1
6,1,92,76,91,47,7,1
4,2,15,13,57,23,2,0
7,2,28,43,88,32,6,0
13,6,68,85,88,98,5,0
22,5,62,81,25,70,2,1
12,6,17,47,66,67,9,0
14,1,87,92,19,58,7,1
22,1,19,42,28,115,3,1
16,2,76,15,76,86,7,0
14,3,47,34,45,113,6,1
19,0,38,52,13,77,7,0
17,0,24,33,84,103,4,0
17,2,96,2,42,21,8,1
1,6,32,67,37,44,8,1
3,1,91,4,89,30,7,1
0,6,55,9,18,20,7,0
3,5,92,51,84,67,8,0
17,3,37,28,15,67,1,0
4,2,35,95,58,29,6,1
18,0,19,30,85,100,2,0
14,4,56,65,31,49,1,1
7,6,13,75,57,54,7,0
19,1,64,90,30,38,6,0
